0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
1,1572864000,8.000000,265.298304,127.499895,3.141683,-0.000047101036964
2,Value,Occurrences,Fraction
3,0,6142872,0.003906
3,1,6142117,0.003905
3,2,6143973,0.003906
3,3,6140921,0.003904
3,4,6142579,0.003905
3,5,6144479,0.003907
3,6,6142868,0.003906
3,7,6145857,0.003907
3,8,6144386,0.003906
3,9,6145357,0.003907
3,10,6145892,0.003907
3,11,6145387,0.003907
3,12,6139910,0.003904
3,13,6142516,0.003905
3,14,6144938,0.003907
3,15,6146827,0.003908
3,16,6144145,0.003906
3,17,6144371,0.003906
3,18,6143284,0.003906
3,19,6142671,0.003905
3,20,6146231,0.003908
3,21,6145201,0.003907
3,22,6145545,0.003907
3,23,6144239,0.003906
3,24,6144189,0.003906
3,25,6141732,0.003905
3,26,6144362,0.003906
3,27,6144249,0.003906
3,28,6144735,0.003907
3,29,6147144,0.003908
3,30,6146195,0.003908
3,31,6142474,0.003905
3,32,6144192,0.003906
3,33,6146690,0.003908
3,34,6142188,0.003905
3,35,6143164,0.003906
3,36,6142037,0.003905
3,37,6143718,0.003906
3,38,6140796,0.003904
3,39,6143002,0.003906
3,40,6137886,0.003902
3,41,6143951,0.003906
3,42,6143240,0.003906
3,43,6143542,0.003906
3,44,6148723,0.003909
3,45,6142450,0.003905
3,46,6141795,0.003905
3,47,6149312,0.003910
3,48,6144017,0.003906
3,49,6144824,0.003907
3,50,6145511,0.003907
3,51,6141656,0.003905
3,52,6141216,0.003904
3,53,6143905,0.003906
3,54,6139260,0.003903
3,55,6146038,0.003908
3,56,6145473,0.003907
3,57,6138778,0.003903
3,58,6144544,0.003907
3,59,6141443,0.003905
3,60,6141497,0.003905
3,61,6142064,0.003905
3,62,6145569,0.003907
3,63,6144166,0.003906
3,64,6146089,0.003908
3,65,6148936,0.003909
3,66,6143684,0.003906
3,67,6140389,0.003904
3,68,6139880,0.003904
3,69,6141199,0.003904
3,70,6146460,0.003908
3,71,6144294,0.003906
3,72,6147621,0.003909
3,73,6146562,0.003908
3,74,6138624,0.003903
3,75,6146185,0.003908
3,76,6142237,0.003905
3,77,6141549,0.003905
3,78,6144248,0.003906
3,79,6145542,0.003907
3,80,6141477,0.003905
3,81,6142058,0.003905
3,82,6144481,0.003907
3,83,6145307,0.003907
3,84,6148667,0.003909
3,85,6146238,0.003908
3,86,6147356,0.003908
3,87,6139802,0.003904
3,88,6146064,0.003908
3,89,6146737,0.003908
3,90,6146409,0.003908
3,91,6145169,0.003907
3,92,6138900,0.003903
3,93,6143695,0.003906
3,94,6145008,0.003907
3,95,6144237,0.003906
3,96,6146240,0.003908
3,97,6141320,0.003905
3,98,6142819,0.003905
3,99,6147267,0.003908
3,100,6146678,0.003908
3,101,6142220,0.003905
3,102,6146523,0.003908
3,103,6150206,0.003910
3,104,6139557,0.003903
3,105,6139313,0.003903
3,106,6146651,0.003908
3,107,6143872,0.003906
3,108,6146579,0.003908
3,109,6145016,0.003907
3,110,6144370,0.003906
3,111,6144357,0.003906
3,112,6149373,0.003910
3,113,6144271,0.003906
3,114,6144146,0.003906
3,115,6145623,0.003907
3,116,6143991,0.003906
3,117,6142868,0.003906
3,118,6143650,0.003906
3,119,6144584,0.003907
3,120,6140050,0.003904
3,121,6144163,0.003906
3,122,6143500,0.003906
3,123,6142336,0.003905
3,124,6145499,0.003907
3,125,6142378,0.003905
3,126,6141368,0.003905
3,127,6149910,0.003910
3,128,6145110,0.003907
3,129,6145763,0.003907
3,130,6140113,0.003904
3,131,6140931,0.003904
3,132,6144780,0.003907
3,133,6144908,0.003907
3,134,6144687,0.003907
3,135,6145693,0.003907
3,136,6141842,0.003905
3,137,6142819,0.003905
3,138,6143538,0.003906
3,139,6138164,0.003903
3,140,6145835,0.003907
3,141,6139777,0.003904
3,142,6139546,0.003903
3,143,6144404,0.003907
3,144,6146384,0.003908
3,145,6144815,0.003907
3,146,6147152,0.003908
3,147,6144453,0.003907
3,148,6143405,0.003906
3,149,6148394,0.003909
3,150,6145567,0.003907
3,151,6141368,0.003905
3,152,6141295,0.003905
3,153,6145683,0.003907
3,154,6136979,0.003902
3,155,6146422,0.003908
3,156,6141861,0.003905
3,157,6147746,0.003909
3,158,6143829,0.003906
3,159,6147146,0.003908
3,160,6145701,0.003907
3,161,6143750,0.003906
3,162,6139907,0.003904
3,163,6147807,0.003909
3,164,6147557,0.003909
3,165,6144298,0.003906
3,166,6150405,0.003910
3,167,6141746,0.003905
3,168,6144818,0.003907
3,169,6147630,0.003909
3,170,6149109,0.003909
3,171,6147923,0.003909
3,172,6142898,0.003906
3,173,6142624,0.003905
3,174,6143575,0.003906
3,175,6146724,0.003908
3,176,6141821,0.003905
3,177,6143532,0.003906
3,178,6145276,0.003907
3,179,6146200,0.003908
3,180,6139145,0.003903
3,181,6143393,0.003906
3,182,6140123,0.003904
3,183,6146254,0.003908
3,184,6145953,0.003907
3,185,6144119,0.003906
3,186,6143893,0.003906
3,187,6147355,0.003908
3,188,6145896,0.003907
3,189,6149775,0.003910
3,190,6144189,0.003906
3,191,6142828,0.003906
3,192,6147224,0.003908
3,193,6140787,0.003904
3,194,6145588,0.003907
3,195,6143928,0.003906
3,196,6147994,0.003909
3,197,6141871,0.003905
3,198,6143901,0.003906
3,199,6144480,0.003907
3,200,6143563,0.003906
3,201,6143817,0.003906
3,202,6144487,0.003907
3,203,6143707,0.003906
3,204,6145112,0.003907
3,205,6143250,0.003906
3,206,6143946,0.003906
3,207,6143813,0.003906
3,208,6140290,0.003904
3,209,6147298,0.003908
3,210,6143314,0.003906
3,211,6139717,0.003904
3,212,6144913,0.003907
3,213,6144632,0.003907
3,214,6142244,0.003905
3,215,6140987,0.003904
3,216,6144755,0.003907
