0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation,
1,17179869184,8,273.851395,127.500367,3.141566,-1.0057466481E-05,1.3182522466
2,Value,Occurrences,Fraction,,,,
3,0,67109153,0.003906,,,,
3,1,67105946,0.003906,,,,
3,2,67121550,0.003907,,,,
3,3,67097600,0.003906,,,,
3,4,67117581,0.003907,,,,
3,5,67106675,0.003906,,,,
3,6,67104707,0.003906,,,,
3,7,67108221,0.003906,,,,
3,8,67121085,0.003907,,,,
3,9,67094023,0.003905,,,,
3,10,67119502,0.003907,,,,
3,11,67109025,0.003906,,,,
3,12,67112419,0.003906,,,,
3,13,67092541,0.003905,,,,
3,14,67112720,0.003906,,,,
3,15,67093480,0.003905,,,,
3,16,67105837,0.003906,,,,
3,17,67108171,0.003906,,,,
3,18,67110086,0.003906,,,,
3,19,67117995,0.003907,,,,
3,20,67115352,0.003907,,,,
3,21,67106146,0.003906,,,,
3,22,67109292,0.003906,,,,
3,23,67098462,0.003906,,,,
3,24,67122648,0.003907,,,,
3,25,67094692,0.003905,,,,
3,26,67105584,0.003906,,,,
3,27,67107819,0.003906,,,,
3,28,67117653,0.003907,,,,
3,29,67097976,0.003906,,,,
3,30,67108974,0.003906,,,,
3,31,67124567,0.003907,,,,
3,32,67104949,0.003906,,,,
3,33,67109286,0.003906,,,,
3,34,67115507,0.003907,,,,
3,35,67110182,0.003906,,,,
3,36,67098635,0.003906,,,,
3,37,67096229,0.003906,,,,
3,38,67112547,0.003906,,,,
3,39,67118265,0.003907,,,,
3,40,67100826,0.003906,,,,
3,41,67103477,0.003906,,,,
3,42,67123562,0.003907,,,,
3,43,67104591,0.003906,,,,
3,44,67117742,0.003907,,,,
3,45,67116239,0.003907,,,,
3,46,67099410,0.003906,,,,
3,47,67114713,0.003907,,,,
3,48,67111831,0.003906,,,,
3,49,67107757,0.003906,,,,
3,50,67104376,0.003906,,,,
3,51,67116013,0.003907,,,,
3,52,67114596,0.003907,,,,
3,53,67111892,0.003906,,,,
3,54,67087194,0.003905,,,,
3,55,67121318,0.003907,,,,
3,56,67117544,0.003907,,,,
3,57,67087784,0.003905,,,,
3,58,67095044,0.003905,,,,
3,59,67102264,0.003906,,,,
3,60,67115754,0.003907,,,,
3,61,67099830,0.003906,,,,
3,62,67102741,0.003906,,,,
3,63,67102338,0.003906,,,,
3,64,67101938,0.003906,,,,
3,65,67128053,0.003907,,,,
3,66,67111564,0.003906,,,,
3,67,67106765,0.003906,,,,
3,68,67101122,0.003906,,,,
3,69,67104027,0.003906,,,,
3,70,67121889,0.003907,,,,
3,71,67117093,0.003907,,,,
3,72,67095148,0.003905,,,,
3,73,67096596,0.003906,,,,
3,74,67108349,0.003906,,,,
3,75,67112716,0.003906,,,,
3,76,67115752,0.003907,,,,
3,77,67113706,0.003907,,,,
3,78,67113290,0.003907,,,,
3,79,67117969,0.003907,,,,
3,80,67110069,0.003906,,,,
3,81,67115394,0.003907,,,,
3,82,67109874,0.003906,,,,
3,83,67099945,0.003906,,,,
3,84,67108517,0.003906,,,,
3,85,67103332,0.003906,,,,
3,86,67121308,0.003907,,,,
3,87,67100134,0.003906,,,,
3,88,67104740,0.003906,,,,
3,89,67108458,0.003906,,,,
3,90,67093861,0.003905,,,,
3,91,67117121,0.003907,,,,
3,92,67120672,0.003907,,,,
3,93,67110507,0.003906,,,,
3,94,67131418,0.003908,,,,
3,95,67118411,0.003907,,,,
3,96,67106892,0.003906,,,,
3,97,67108477,0.003906,,,,
3,98,67117249,0.003907,,,,
3,99,67116507,0.003907,,,,
3,100,67083858,0.003905,,,,
3,101,67107009,0.003906,,,,
3,102,67105070,0.003906,,,,
3,103,67115469,0.003907,,,,
3,104,67104474,0.003906,,,,
3,105,67112036,0.003906,,,,
3,106,67117734,0.003907,,,,
3,107,67092415,0.003905,,,,
3,108,67103455,0.003906,,,,
3,109,67093170,0.003905,,,,
3,110,67105293,0.003906,,,,
3,111,67107714,0.003906,,,,
3,112,67101383,0.003906,,,,
3,113,67108663,0.003906,,,,
3,114,67102025,0.003906,,,,
3,115,67105238,0.003906,,,,
3,116,67096989,0.003906,,,,
3,117,67111885,0.003906,,,,
3,118,67105957,0.003906,,,,
3,119,67099837,0.003906,,,,
3,120,67104038,0.003906,,,,
3,121,67110619,0.003906,,,,
3,122,67104905,0.003906,,,,
3,123,67098029,0.003906,,,,
3,124,67117446,0.003907,,,,
3,125,67102074,0.003906,,,,
3,126,67108381,0.003906,,,,
3,127,67101530,0.003906,,,,
3,128,67115818,0.003907,,,,
3,129,67117796,0.003907,,,,
3,130,67110866,0.003906,,,,
3,131,67106850,0.003906,,,,
3,132,67107744,0.003906,,,,
3,133,67126194,0.003907,,,,
3,134,67107711,0.003906,,,,
3,135,67106405,0.003906,,,,
3,136,67117451,0.003907,,,,
3,137,67113583,0.003907,,,,
3,138,67103992,0.003906,,,,
3,139,67110842,0.003906,,,,
3,140,67114607,0.003907,,,,
3,141,67099238,0.003906,,,,
3,142,67105972,0.003906,,,,
3,143,67119066,0.003907,,,,
3,144,67116188,0.003907,,,,
3,145,67109513,0.003906,,,,
3,146,67113720,0.003907,,,,
3,147,67123911,0.003907,,,,
3,148,67106255,0.003906,,,,
3,149,67113149,0.003906,,,,
3,150,67109372,0.003906,,,,
3,151,67109114,0.003906,,,,
3,152,67115418,0.003907,,,,
3,153,67098243,0.003906,,,,
3,154,67121826,0.003907,,,,
3,155,67101410,0.003906,,,,
3,156,67098856,0.003906,,,,
3,157,67114687,0.003907,,,,
3,158,67112953,0.003906,,,,
3,159,67098140,0.003906,,,,
3,160,67102889,0.003906,,,,
3,161,67106335,0.003906,,,,
3,162,67121132,0.003907,,,,
3,163,67108001,0.003906,,,,
3,164,67104072,0.003906,,,,
3,165,67116214,0.003907,,,,
3,166,67096898,0.003906,,,,
3,167,67106413,0.003906,,,,
3,168,67116190,0.003907,,,,
3,169,67107543,0.003906,,,,
