0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation,
1,17179869184,8,2252.185138,127.492572,3.14165,0.000015758,2.0654379451
2,Value,Occurrences,Fraction,,,,
3,0,67200658,0.003912,,,,
3,1,67165155,0.00391,,,,
3,2,67148087,0.003909,,,,
3,3,67151595,0.003909,,,,
3,4,67155134,0.003909,,,,
3,5,67138450,0.003908,,,,
3,6,67148575,0.003909,,,,
3,7,67163310,0.003909,,,,
3,8,67166905,0.00391,,,,
3,9,67121743,0.003907,,,,
3,10,67114298,0.003907,,,,
3,11,67134097,0.003908,,,,
3,12,67151506,0.003909,,,,
3,13,67124401,0.003907,,,,
3,14,67128600,0.003907,,,,
3,15,67141843,0.003908,,,,
3,16,67158522,0.003909,,,,
3,17,67145477,0.003908,,,,
3,18,67112102,0.003906,,,,
3,19,67115503,0.003907,,,,
3,20,67122371,0.003907,,,,
3,21,67090580,0.003905,,,,
3,22,67120099,0.003907,,,,
3,23,67106851,0.003906,,,,
3,24,67144374,0.003908,,,,
3,25,67130728,0.003908,,,,
3,26,67110902,0.003906,,,,
3,27,67118026,0.003907,,,,
3,28,67121968,0.003907,,,,
3,29,67105526,0.003906,,,,
3,30,67127525,0.003907,,,,
3,31,67139288,0.003908,,,,
3,32,67149080,0.003909,,,,
3,33,67133308,0.003908,,,,
3,34,67129035,0.003907,,,,
3,35,67127762,0.003907,,,,
3,36,67115434,0.003907,,,,
3,37,67091421,0.003905,,,,
3,38,67103920,0.003906,,,,
3,39,67117910,0.003907,,,,
3,40,67118453,0.003907,,,,
3,41,67088484,0.003905,,,,
3,42,67084016,0.003905,,,,
3,43,67078008,0.003904,,,,
3,44,67120595,0.003907,,,,
3,45,67082036,0.003905,,,,
3,46,67100227,0.003906,,,,
3,47,67099594,0.003906,,,,
3,48,67164195,0.003909,,,,
3,49,67124131,0.003907,,,,
3,50,67101449,0.003906,,,,
3,51,67121813,0.003907,,,,
3,52,67102035,0.003906,,,,
3,53,67091707,0.003905,,,,
3,54,67105384,0.003906,,,,
3,55,67098087,0.003906,,,,
3,56,67138366,0.003908,,,,
3,57,67117320,0.003907,,,,
3,58,67100151,0.003906,,,,
3,59,67111897,0.003906,,,,
3,60,67144189,0.003908,,,,
3,61,67101837,0.003906,,,,
3,62,67126143,0.003907,,,,
3,63,67114506,0.003907,,,,
3,64,67158898,0.003909,,,,
3,65,67119948,0.003907,,,,
3,66,67137551,0.003908,,,,
3,67,67119283,0.003907,,,,
3,68,67118990,0.003907,,,,
3,69,67091246,0.003905,,,,
3,70,67105542,0.003906,,,,
3,71,67107892,0.003906,,,,
3,72,67121740,0.003907,,,,
3,73,67093725,0.003905,,,,
3,74,67070926,0.003904,,,,
3,75,67095126,0.003905,,,,
3,76,67120286,0.003907,,,,
3,77,67089669,0.003905,,,,
3,78,67095478,0.003905,,,,
3,79,67117985,0.003907,,,,
3,80,67107154,0.003906,,,,
3,81,67088528,0.003905,,,,
3,82,67086117,0.003905,,,,
3,83,67072429,0.003904,,,,
3,84,67090121,0.003905,,,,
3,85,67053933,0.003903,,,,
3,86,67069277,0.003904,,,,
3,87,67061443,0.003903,,,,
3,88,67097152,0.003906,,,,
3,89,67094505,0.003905,,,,
3,90,67073691,0.003904,,,,
3,91,67083080,0.003905,,,,
3,92,67105515,0.003906,,,,
3,93,67073024,0.003904,,,,
3,94,67083739,0.003905,,,,
3,95,67094046,0.003905,,,,
3,96,67140740,0.003908,,,,
3,97,67138253,0.003908,,,,
3,98,67118833,0.003907,,,,
3,99,67116019,0.003907,,,,
3,100,67107273,0.003906,,,,
3,101,67082798,0.003905,,,,
3,102,67099038,0.003906,,,,
3,103,67100210,0.003906,,,,
3,104,67112916,0.003906,,,,
3,105,67098269,0.003906,,,,
3,106,67070836,0.003904,,,,
3,107,67078773,0.003904,,,,
3,108,67088392,0.003905,,,,
3,109,67089175,0.003905,,,,
3,110,67100361,0.003906,,,,
3,111,67084475,0.003905,,,,
3,112,67135711,0.003908,,,,
3,113,67138945,0.003908,,,,
3,114,67113581,0.003907,,,,
3,115,67105680,0.003906,,,,
3,116,67094661,0.003905,,,,
3,117,67088600,0.003905,,,,
3,118,67085066,0.003905,,,,
3,119,67104649,0.003906,,,,
3,120,67139801,0.003908,,,,
3,121,67102129,0.003906,,,,
3,122,67093695,0.003905,,,,
3,123,67111130,0.003906,,,,
3,124,67129980,0.003907,,,,
3,125,67112071,0.003906,,,,
3,126,67116978,0.003907,,,,
3,127,67135102,0.003908,,,,
3,128,67171321,0.00391,,,,
3,129,67135551,0.003908,,,,
3,130,67130500,0.003908,,,,
3,131,67128824,0.003907,,,,
3,132,67133720,0.003908,,,,
3,133,67114062,0.003907,,,,
3,134,67128450,0.003907,,,,
3,135,67135570,0.003908,,,,
3,136,67127190,0.003907,,,,
3,137,67121301,0.003907,,,,
3,138,67078960,0.003905,,,,
3,139,67106390,0.003906,,,,
3,140,67127514,0.003907,,,,
3,141,67108752,0.003906,,,,
3,142,67121781,0.003907,,,,
3,143,67115439,0.003907,,,,
3,144,67129103,0.003907,,,,
3,145,67114348,0.003907,,,,
3,146,67091600,0.003905,,,,
3,147,67116269,0.003907,,,,
3,148,67084647,0.003905,,,,
3,149,67081342,0.003905,,,,
3,150,67083433,0.003905,,,,
3,151,67117173,0.003907,,,,
3,152,67116676,0.003907,,,,
3,153,67109162,0.003906,,,,
3,154,67072274,0.003904,,,,
3,155,67105474,0.003906,,,,
3,156,67117864,0.003907,,,,
3,157,67089756,0.003905,,,,
3,158,67131299,0.003908,,,,
3,159,67121063,0.003907,,,,
3,160,67140661,0.003908,,,,
3,161,67118883,0.003907,,,,
3,162,67097675,0.003906,,,,
3,163,67096090,0.003906,,,,
3,164,67089236,0.003905,,,,
3,165,67060394,0.003903,,,,
3,166,67088618,0.003905,,,,
3,167,67086410,0.003905,,,,
3,168,67098841,0.003906,,,,
3,169,67067494,0.003904,,,,
3,170,67051116,0.003903,,,,
3,171,67072028,0.003904,,,,
3,172,67068365,0.003904,,,,
3,173,67071627,0.003904,,,,
3,174,67079245,0.003905,,,,
3,175,67076584,0.003904,,,,
3,176,67109900,0.003906,,,,
3,177,67104820,0.003906,,,,
3,178,67080013,0.003905,,,,
3,179,67094933,0.003905,,,,
3,180,67093484,0.003905,,,,
3,181,67055271,0.003903,,,,
3,182,67087940,0.003905,,,,
3,183,67080381,0.003905,,,,
3,184,67101755,0.003906,,,,
3,185,67079718,0.003905,,,,
3,186,67081967,0.003905,,,,
3,187,67070894,0.003904,,,,
3,188,67108796,0.003906,,,,
3,189,67092861,0.003905,,,,
3,190,67098394,0.003906,,,,
3,191,67093481,0.003905,,,,
3,192,67160489,0.003909,,,,
3,193,67130961,0.003908,,,,
3,194,67124381,0.003907,,,,
3,195,67130866,0.003908,,,,
3,196,67115564,0.003907,,,,
3,197,67104507,0.003906,,,,
3,198,67110376,0.003906,,,,
3,199,67127664,0.003907,,,,
3,200,67122202,0.003907,,,,
3,201,67108324,0.003906,,,,
3,202,67085914,0.003905,,,,
3,203,67098797,0.003906,,,,
3,204,67106985,0.003906,,,,
3,205,67100434,0.003906,,,,
3,206,67099058,0.003906,,,,
3,207,67117535,0.003907,,,,
3,208,67119618,0.003907,,,,
3,209,67114597,0.003907,,,,
3,210,67086447,0.003905,,,,
3,211,67100707,0.003906,,,,
3,212,67080870,0.003905,,,,
3,213,67069368,0.003904,,,,
3,214,67081105,0.003905,,,,
3,215,67090775,0.003905,,,,
3,216,67106769,0.003906,,,,
3,217,67089927,0.003905,,,,
3,218,67080119,0.003905,,,,
3,219,67096217,0.003906,,,,
3,220,67117897,0.003907,,,,
3,221,67081416,0.003905,,,,
3,222,67074989,0.003904,,,,
3,223,67109226,0.003906,,,,
3,224,67149393,0.003909,,,,
3,225,67138917,0.003908,,,,
3,226,67111502,0.003906,,,,
3,227,67121990,0.003907,,,,
3,228,67118758,0.003907,,,,
3,229,67089622,0.003905,,,,
3,230,67099563,0.003906,,,,
3,231,67127938,0.003907,,,,
3,232,67124463,0.003907,,,,
3,233,67085719,0.003905,,,,
3,234,67073550,0.003904,,,,
3,235,67085682,0.003905,,,,
3,236,67105615,0.003906,,,,
3,237,67083101,0.003905,,,,
3,238,67104243,0.003906,,,,
3,239,67098775,0.003906,,,,
3,240,67161817,0.003909,,,,
3,241,67118353,0.003907,,,,
3,242,67102770,0.003906,,,,
3,243,67101102,0.003906,,,,
3,244,67112843,0.003906,,,,
3,245,67084596,0.003905,,,,
3,246,67102756,0.003906,,,,
3,247,67106993,0.003906,,,,
3,248,67132564,0.003908,,,,
3,249,67124499,0.003907,,,,
3,250,67090351,0.003905,,,,
3,251,67121680,0.003907,,,,
3,252,67133120,0.003908,,,,
3,253,67119834,0.003907,,,,
3,254,67123708,0.003907,,,,
3,255,67145709,0.003908,,,,
0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
1,17179869184,8.000000,2252.185138,127.492572,3.141650,0.000015758040962
2,Value,Occurrences,Fraction
3,0,67200658,0.003912
3,1,67165155,0.003910
3,2,67148087,0.003909
3,3,67151595,0.003909
3,4,67155134,0.003909
3,5,67138450,0.003908
3,6,67148575,0.003909
3,7,67163310,0.003909
3,8,67166905,0.003910
3,9,67121743,0.003907
3,10,67114298,0.003907
3,11,67134097,0.003908
3,12,67151506,0.003909
3,13,67124401,0.003907
3,14,67128600,0.003907
3,15,67141843,0.003908
3,16,67158522,0.003909
3,17,67145477,0.003908
3,18,67112102,0.003906
3,19,67115503,0.003907
3,20,67122371,0.003907
3,21,67090580,0.003905
3,22,67120099,0.003907
3,23,67106851,0.003906
3,24,67144374,0.003908
3,25,67130728,0.003908
3,26,67110902,0.003906
3,27,67118026,0.003907
3,28,67121968,0.003907
3,29,67105526,0.003906
3,30,67127525,0.003907
3,31,67139288,0.003908
3,32,67149080,0.003909
3,33,67133308,0.003908
3,34,67129035,0.003907
3,35,67127762,0.003907
3,36,67115434,0.003907
3,37,67091421,0.003905
3,38,67103920,0.003906
3,39,67117910,0.003907
3,40,67118453,0.003907
3,41,67088484,0.003905
3,42,67084016,0.003905
3,43,67078008,0.003904
3,44,67120595,0.003907
3,45,67082036,0.003905
3,46,67100227,0.003906
3,47,67099594,0.003906
3,48,67164195,0.003909
3,49,67124131,0.003907
3,50,67101449,0.003906
3,51,67121813,0.003907
3,52,67102035,0.003906
3,53,67091707,0.003905
3,54,67105384,0.003906
3,55,67098087,0.003906
3,56,67138366,0.003908
3,57,67117320,0.003907
3,58,67100151,0.003906
3,59,67111897,0.003906
3,60,67144189,0.003908
3,61,67101837,0.003906
3,62,67126143,0.003907
3,63,67114506,0.003907
3,64,67158898,0.003909
3,65,67119948,0.003907
3,66,67137551,0.003908
3,67,67119283,0.003907
3,68,67118990,0.003907
3,69,67091246,0.003905
3,70,67105542,0.003906
3,71,67107892,0.003906
3,72,67121740,0.003907
3,73,67093725,0.003905
3,74,67070926,0.003904
3,75,67095126,0.003905
3,76,67120286,0.003907
3,77,67089669,0.003905
3,78,67095478,0.003905
3,79,67117985,0.003907
3,80,67107154,0.003906
3,81,67088528,0.003905
3,82,67086117,0.003905
3,83,67072429,0.003904
3,84,67090121,0.003905
3,85,67053933,0.003903
3,86,67069277,0.003904
3,87,67061443,0.003903
3,88,67097152,0.003906
3,89,67094505,0.003905
3,90,67073691,0.003904
3,91,67083080,0.003905
3,92,67105515,0.003906
3,93,67073024,0.003904
3,94,67083739,0.003905
3,95,67094046,0.003905
3,96,67140740,0.003908
3,97,67138253,0.003908
3,98,67118833,0.003907
3,99,67116019,0.003907
3,100,67107273,0.003906
3,101,67082798,0.003905
3,102,67099038,0.003906
3,103,67100210,0.003906
3,104,67112916,0.003906
3,105,67098269,0.003906
3,106,67070836,0.003904
3,107,67078773,0.003904
3,108,67088392,0.003905
3,109,67089175,0.003905
3,110,67100361,0.003906
3,111,67084475,0.003905
3,112,67135711,0.003908
3,113,67138945,0.003908
3,114,67113581,0.003907
3,115,67105680,0.003906
3,116,67094661,0.003905
3,117,67088600,0.003905
3,118,67085066,0.003905
3,119,67104649,0.003906
3,120,67139801,0.003908
3,121,67102129,0.003906
3,122,67093695,0.003905
3,123,67111130,0.003906
3,124,67129980,0.003907
