0,File-bits,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation
1,12582912000,1.000000,0.738170,0.499996,3.141590,-0.000000105916514
2,Value,Occurrences,Fraction
3,0,6291504188,0.500004
3,1,6291407812,0.499996
