0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation,
1,2100000000,8,354.92704,127.490147,3.141766,5.8424946581E-05,2.6773674051
2,Value,Occurrences,Fraction,,,,
3,0,8211946,0.00391,,,,
3,1,8208748,0.003909,,,,
3,2,8207848,0.003908,,,,
3,3,8203004,0.003906,,,,
3,4,8207335,0.003908,,,,
3,5,8205138,0.003907,,,,
3,6,8210525,0.00391,,,,
3,7,8201966,0.003906,,,,
3,8,8208697,0.003909,,,,
3,9,8203386,0.003906,,,,
3,10,8208459,0.003909,,,,
3,11,8201173,0.003905,,,,
3,12,8206679,0.003908,,,,
3,13,8201694,0.003906,,,,
3,14,8203530,0.003906,,,,
3,15,8201636,0.003906,,,,
3,16,8208878,0.003909,,,,
3,17,8207571,0.003908,,,,
3,18,8205457,0.003907,,,,
3,19,8211197,0.00391,,,,
3,20,8201389,0.003905,,,,
3,21,8210215,0.00391,,,,
3,22,8209383,0.003909,,,,
3,23,8207711,0.003908,,,,
3,24,8205006,0.003907,,,,
3,25,8201534,0.003905,,,,
3,26,8200865,0.003905,,,,
3,27,8200739,0.003905,,,,
3,28,8202960,0.003906,,,,
3,29,8202310,0.003906,,,,
3,30,8199593,0.003905,,,,
3,31,8205628,0.003907,,,,
3,32,8211687,0.00391,,,,
3,33,8203090,0.003906,,,,
3,34,8205541,0.003907,,,,
3,35,8203539,0.003906,,,,
3,36,8207504,0.003908,,,,
3,37,8204422,0.003907,,,,
3,38,8206532,0.003908,,,,
3,39,8208611,0.003909,,,,
3,40,8202937,0.003906,,,,
3,41,8208684,0.003909,,,,
3,42,8204568,0.003907,,,,
3,43,8203244,0.003906,,,,
3,44,8206302,0.003908,,,,
3,45,8207167,0.003908,,,,
3,46,8198863,0.003904,,,,
3,47,8202149,0.003906,,,,
3,48,8207880,0.003909,,,,
3,49,8203620,0.003906,,,,
3,50,8200597,0.003905,,,,
3,51,8204858,0.003907,,,,
3,52,8203067,0.003906,,,,
3,53,8199077,0.003904,,,,
3,54,8202919,0.003906,,,,
3,55,8205038,0.003907,,,,
3,56,8207011,0.003908,,,,
3,57,8198327,0.003904,,,,
3,58,8200050,0.003905,,,,
3,59,8202608,0.003906,,,,
3,60,8196469,0.003903,,,,
3,61,8200747,0.003905,,,,
3,62,8203059,0.003906,,,,
3,63,8204784,0.003907,,,,
3,64,8210636,0.00391,,,,
3,65,8205900,0.003908,,,,
3,66,8205011,0.003907,,,,
3,67,8205786,0.003908,,,,
3,68,8202561,0.003906,,,,
3,69,8207025,0.003908,,,,
3,70,8202625,0.003906,,,,
3,71,8201894,0.003906,,,,
3,72,8205536,0.003907,,,,
3,73,8207336,0.003908,,,,
3,74,8204286,0.003907,,,,
3,75,8198792,0.003904,,,,
3,76,8201641,0.003906,,,,
3,77,8199332,0.003904,,,,
3,78,8202489,0.003906,,,,
3,79,8201379,0.003905,,,,
3,80,8209276,0.003909,,,,
3,81,8198979,0.003904,,,,
3,82,8205847,0.003908,,,,
3,83,8201264,0.003905,,,,
3,84,8200413,0.003905,,,,
3,85,8207341,0.003908,,,,
3,86,8203292,0.003906,,,,
3,87,8201106,0.003905,,,,
3,88,8200853,0.003905,,,,
3,89,8194967,0.003902,,,,
3,90,8207643,0.003908,,,,
3,91,8203488,0.003906,,,,
3,92,8206917,0.003908,,,,
3,93,8202331,0.003906,,,,
3,94,8197639,0.003904,,,,
3,95,8200698,0.003905,,,,
3,96,8206509,0.003908,,,,
3,97,8206437,0.003908,,,,
3,98,8201582,0.003906,,,,
3,99,8197569,0.003904,,,,
3,100,8207496,0.003908,,,,
3,101,8206393,0.003908,,,,
3,102,8200519,0.003905,,,,
