0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation,
1,1575000000,8,252.933417,127.499906,3.141521,-5.4840201182E-05,2.1764030145
2,Value,Occurrences,Fraction,,,,
3,0,6150303,0.003905,,,,
3,1,6150756,0.003905,,,,
3,2,6152367,0.003906,,,,
3,3,6153677,0.003907,,,,
3,4,6155393,0.003908,,,,
3,5,6150552,0.003905,,,,
3,6,6151637,0.003906,,,,
3,7,6154850,0.003908,,,,
3,8,6152653,0.003906,,,,
3,9,6153215,0.003907,,,,
3,10,6154317,0.003908,,,,
3,11,6151405,0.003906,,,,
3,12,6154721,0.003908,,,,
3,13,6153462,0.003907,,,,
3,14,6154591,0.003908,,,,
3,15,6151823,0.003906,,,,
3,16,6154179,0.003907,,,,
3,17,6146823,0.003903,,,,
3,18,6153706,0.003907,,,,
3,19,6151359,0.003906,,,,
3,20,6154390,0.003908,,,,
3,21,6149652,0.003905,,,,
3,22,6159126,0.003911,,,,
3,23,6156459,0.003909,,,,
3,24,6155433,0.003908,,,,
3,25,6152409,0.003906,,,,
3,26,6149846,0.003905,,,,
3,27,6149167,0.003904,,,,
3,28,6149317,0.003904,,,,
3,29,6156509,0.003909,,,,
3,30,6155663,0.003908,,,,
3,31,6149109,0.003904,,,,
3,32,6156363,0.003909,,,,
3,33,6154461,0.003908,,,,
3,34,6154359,0.003908,,,,
3,35,6153050,0.003907,,,,
3,36,6154144,0.003907,,,,
3,37,6153816,0.003907,,,,
3,38,6153277,0.003907,,,,
3,39,6152908,0.003907,,,,
3,40,6150971,0.003905,,,,
3,41,6154248,0.003907,,,,
3,42,6154272,0.003907,,,,
3,43,6154262,0.003907,,,,
3,44,6151365,0.003906,,,,
3,45,6152449,0.003906,,,,
3,46,6147312,0.003903,,,,
3,47,6147930,0.003903,,,,
3,48,6153218,0.003907,,,,
3,49,6152210,0.003906,,,,
3,50,6150218,0.003905,,,,
3,51,6151547,0.003906,,,,
3,52,6147768,0.003903,,,,
3,53,6152453,0.003906,,,,
3,54,6149832,0.003905,,,,
3,55,6152651,0.003906,,,,
3,56,6148716,0.003904,,,,
3,57,6151886,0.003906,,,,
3,58,6150139,0.003905,,,,
3,59,6149507,0.003904,,,,
3,60,6152782,0.003907,,,,
3,61,6150602,0.003905,,,,
3,62,6156724,0.003909,,,,
3,63,6153228,0.003907,,,,
3,64,6151023,0.003905,,,,
3,65,6152159,0.003906,,,,
3,66,6152383,0.003906,,,,
3,67,6154352,0.003908,,,,
3,68,6150780,0.003905,,,,
3,69,6154553,0.003908,,,,
3,70,6151023,0.003905,,,,
3,71,6153904,0.003907,,,,
3,72,6154185,0.003907,,,,
3,73,6156781,0.003909,,,,
3,74,6154228,0.003907,,,,
3,75,6155633,0.003908,,,,
3,76,6149244,0.003904,,,,
3,77,6151446,0.003906,,,,
3,78,6150903,0.003905,,,,
3,79,6148326,0.003904,,,,
3,80,6151771,0.003906,,,,
3,81,6151985,0.003906,,,,
3,82,6154253,0.003907,,,,
3,83,6151179,0.003906,,,,
3,84,6152657,0.003906,,,,
3,85,6151182,0.003906,,,,
3,86,6148739,0.003904,,,,
3,87,6150660,0.003905,,,,
3,88,6154456,0.003908,,,,
3,89,6149740,0.003905,,,,
3,90,6155038,0.003908,,,,
3,91,6153734,0.003907,,,,
3,92,6145597,0.003902,,,,
3,93,6150740,0.003905,,,,
3,94,6153111,0.003907,,,,
3,95,6154987,0.003908,,,,
3,96,6152581,0.003906,,,,
3,97,6152609,0.003906,,,,
3,98,6153120,0.003907,,,,
3,99,6149627,0.003905,,,,
3,100,6150600,0.003905,,,,
3,101,6150316,0.003905,,,,
3,102,6151260,0.003906,,,,
3,103,6148635,0.003904,,,,
3,104,6150020,0.003905,,,,
3,105,6151773,0.003906,,,,
3,106,6154416,0.003908,,,,
3,107,6151551,0.003906,,,,
3,108,6147861,0.003903,,,,
3,109,6151920,0.003906,,,,
3,110,6153832,0.003907,,,,
