0,File-bytes,Entropy,Chi-square,Mean,Monte-Carlo-Pi,Serial-Correlation,
1,2100000000,8,373.127616,127.49185,3.142037,-0.000023935,1.0968384793
2,Value,Occurrences,Fraction,,,,
3,0,8211273,0.00391,,,,
3,1,8214598,0.003912,,,,
3,2,8211789,0.00391,,,,
3,3,8210651,0.00391,,,,
3,4,8213533,0.003911,,,,
3,5,8205241,0.003907,,,,
3,6,8206456,0.003908,,,,
3,7,8203051,0.003906,,,,
3,8,8208991,0.003909,,,,
3,9,8207409,0.003908,,,,
3,10,8207820,0.003908,,,,
3,11,8201151,0.003905,,,,
3,12,8207568,0.003908,,,,
3,13,8202159,0.003906,,,,
3,14,8197845,0.003904,,,,
3,15,8202055,0.003906,,,,
3,16,8202793,0.003906,,,,
3,17,8205518,0.003907,,,,
3,18,8202993,0.003906,,,,
3,19,8202701,0.003906,,,,
3,20,8200504,0.003905,,,,
3,21,8204366,0.003907,,,,
3,22,8205090,0.003907,,,,
3,23,8202211,0.003906,,,,
3,24,8208718,0.003909,,,,
3,25,8205462,0.003907,,,,
3,26,8201036,0.003905,,,,
3,27,8197765,0.003904,,,,
3,28,8198229,0.003904,,,,
3,29,8206742,0.003908,,,,
3,30,8197039,0.003903,,,,
3,31,8199308,0.003904,,,,
3,32,8208150,0.003909,,,,
3,33,8206298,0.003908,,,,
3,34,8210695,0.00391,,,,
3,35,8202751,0.003906,,,,
3,36,8212526,0.003911,,,,
3,37,8208087,0.003909,,,,
3,38,8205349,0.003907,,,,
3,39,8204368,0.003907,,,,
3,40,8202344,0.003906,,,,
3,41,8202573,0.003906,,,,
3,42,8201567,0.003906,,,,
3,43,8201734,0.003906,,,,
3,44,8203527,0.003906,,,,
3,45,8204011,0.003907,,,,
3,46,8203484,0.003906,,,,
3,47,8198667,0.003904,,,,
3,48,8207258,0.003908,,,,
3,49,8200177,0.003905,,,,
3,50,8203412,0.003906,,,,
3,51,8203869,0.003907,,,,
3,52,8202563,0.003906,,,,
3,53,8199003,0.003904,,,,
3,54,8205081,0.003907,,,,
3,55,8201026,0.003905,,,,
3,56,8201113,0.003905,,,,
3,57,8196567,0.003903,,,,
3,58,8200498,0.003905,,,,
3,59,8205566,0.003907,,,,
3,60,8198354,0.003904,,,,
3,61,8199091,0.003904,,,,
3,62,8200799,0.003905,,,,
3,63,8202614,0.003906,,,,
3,64,8206136,0.003908,,,,
3,65,8212032,0.00391,,,,
3,66,8208514,0.003909,,,,
3,67,8204509,0.003907,,,,
3,68,8207358,0.003908,,,,
3,69,8205688,0.003907,,,,
3,70,8205652,0.003907,,,,
3,71,8198211,0.003904,,,,
3,72,8207599,0.003908,,,,
3,73,8197828,0.003904,,,,
3,74,8205817,0.003908,,,,
3,75,8204162,0.003907,,,,
3,76,8206537,0.003908,,,,
3,77,8205187,0.003907,,,,
3,78,8200641,0.003905,,,,
3,79,8204098,0.003907,,,,
3,80,8203705,0.003907,,,,
3,81,8201854,0.003906,,,,
3,82,8203253,0.003906,,,,
3,83,8204766,0.003907,,,,
3,84,8202071,0.003906,,,,
3,85,8201883,0.003906,,,,
3,86,8199195,0.003904,,,,
3,87,8207713,0.003908,,,,
3,88,8200506,0.003905,,,,
3,89,8205419,0.003907,,,,
3,90,8204228,0.003907,,,,
3,91,8203872,0.003907,,,,
3,92,8200457,0.003905,,,,
3,93,8201973,0.003906,,,,
3,94,8202021,0.003906,,,,
3,95,8205612,0.003907,,,,
3,96,8203578,0.003906,,,,
3,97,8204268,0.003907,,,,
3,98,8208889,0.003909,,,,
3,99,8203006,0.003906,,,,
3,100,8198244,0.003904,,,,
3,101,8206246,0.003908,,,,
3,102,8204698,0.003907,,,,
3,103,8199629,0.003905,,,,
3,104,8201904,0.003906,,,,
3,105,8201202,0.003905,,,,
3,106,8203666,0.003907,,,,
3,107,8198547,0.003904,,,,
3,108,8203176,0.003906,,,,
3,109,8201727,0.003906,,,,
3,110,8203068,0.003906,,,,
3,111,8197061,0.003903,,,,
3,112,8205723,0.003907,,,,
3,113,8201094,0.003905,,,,
3,114,8206008,0.003908,,,,
3,115,8199163,0.003904,,,,
3,116,8203253,0.003906,,,,
3,117,8205510,0.003907,,,,
3,118,8204539,0.003907,,,,
3,119,8199119,0.003904,,,,
3,120,8202758,0.003906,,,,
